query_id,query,category,start_time,end_time,total_latency_ms,ttfu_ms,ttfu_status,cache_hit,discovery_status,verification_status,result_count,top_1_tool,top_3_tools,provider_attempts,provider_successes,provider_failures,tavily_fallback_used,tavily_call_count,verification_batches,final_result_count,eligibility_failures,unknown_constraints,execution_error,relevance_score,constraint_score,verification_score,ranking_score,explanation_score,human_notes
"q028","free accounting software for freelancers","finance","2026-08-14T19:00:44.457Z","2026-08-14T19:00:44.990Z","533","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q029","free blender add-ons for architecture","3d","2026-08-14T19:00:44.991Z","2026-08-14T19:00:45.537Z","546","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q030","best free AI presentation maker","productivity","2026-08-14T19:00:45.537Z","2026-08-14T19:00:46.008Z","471","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q031","habit tracker app for iOS and apple watch","productivity","2026-08-14T19:00:46.009Z","2026-08-14T19:00:46.480Z","471","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q032","video editing app for Android tablet","video","2026-08-14T19:00:46.481Z","2026-08-14T19:00:46.971Z","490","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q033","local music player for linux","audio","2026-08-14T19:00:46.971Z","2026-08-14T19:00:47.485Z","514","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q034","code editor for chromebook","developer","2026-08-14T19:00:47.486Z","2026-08-14T19:00:48.044Z","558","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q035","project management tool with windows native app","business","2026-08-14T19:00:48.044Z","2026-08-14T19:00:48.611Z","567","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q036","no-code app builder for marketplace","developer","2026-08-14T19:00:48.611Z","2026-08-14T19:00:49.122Z","511","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q037","create website from figma without coding","developer","2026-08-14T19:00:49.122Z","2026-08-14T19:00:49.633Z","511","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q038","build internal tools no code","developer","2026-08-14T19:00:49.633Z","2026-08-14T19:00:50.145Z","512","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q039","no code backend database","developer","2026-08-14T19:00:50.145Z","2026-08-14T19:00:50.669Z","524","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q040","zapier alternative no code","automation","2026-08-14T19:00:50.669Z","2026-08-14T19:00:51.169Z","500","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q041","free open source CRM that runs on linux and has an android app","business","2026-08-14T19:00:51.169Z","2026-08-14T19:00:51.690Z","521","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q042","AI text to speech that supports Polish language, is free, and has API","audio","2026-08-14T19:00:51.690Z","2026-08-14T19:00:52.194Z","504","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q043","cheap VPS under $5 per month located in Europe with DDoS protection","developer","2026-08-14T19:00:52.194Z","2026-08-14T19:00:52.705Z","511","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q044","video meeting tool with end-to-end encryption, max 50 users, free plan","productivity","2026-08-14T19:00:52.705Z","2026-08-14T19:00:53.219Z","514","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q045","accounting software for UK with VAT support, multi-currency, and stripe integration","finance","2026-08-14T19:00:53.219Z","2026-08-14T19:00:53.731Z","512","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q046","good looking aesthetic to do list app","productivity","2026-08-14T19:00:53.731Z","2026-08-14T19:00:54.243Z","512","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q047","minimalist text editor for writing","productivity","2026-08-14T19:00:54.243Z","2026-08-14T19:00:54.764Z","521","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q048","easy to use video editor that looks nice","video","2026-08-14T19:00:54.764Z","2026-08-14T19:00:55.268Z","504","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q049","fast and lightweight web browser","productivity","2026-08-14T19:00:55.268Z","2026-08-14T19:00:55.778Z","510","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q050","modern alternative to jira","business","2026-08-14T19:00:55.778Z","2026-08-14T19:00:56.394Z","616","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q051","make things happen automatically","automation","2026-08-14T19:00:56.394Z","2026-08-14T19:00:56.904Z","510","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q052","app to manage my life","productivity","2026-08-14T19:00:56.904Z","2026-08-14T19:00:57.418Z","514","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q053","AI tool for stuff","unknown","2026-08-14T19:00:57.418Z","2026-08-14T19:00:58.032Z","614","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q054","better than photoshop","image","2026-08-14T19:00:58.032Z","2026-08-14T19:00:58.646Z","614","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q055","code faster","developer","2026-08-14T19:00:58.646Z","2026-08-14T19:00:59.260Z","614","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q056","is there any AI tool that creates full feature films automatically from a single prompt","video","2026-08-14T19:00:59.261Z","2026-08-14T19:00:59.773Z","512","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
